,Business,Business ID,City,State,Category,Latitude,Longitude,Price,Reviews,Rating
402,2nd Ave Deli,xiwnLiNhSlEN4CDcurqsLQ,New York,NY,Delis,40.74519,-73.97918,$$,1166,4.0
403,Georgetown Cupcake,XxDsM2Q_tD8iP6T58785uw,New York,NY,Bakeries,40.7238244169484,-73.9994524607132,$$,870,4.0
404,Junior's Restaurant,LWDX1jKrNE8334jF6XenYQ,Brooklyn,NY,Bakeries,40.6901654162858,-73.9819239670089,$$,1630,3.5
405,Pye Boat Noodle,a-Bq_yXFVk2PptoWpmry3w,Astoria,NY,Thai,40.76043,-73.92152,$$,760,4.0
406,Eclair Bakery,bvc5P9vmRiNhyVWjd5bVcg,New York,NY,Bakeries,40.756722,-73.966611,$$,532,4.5
407,Han Dynasty,wfhMIiMh2A2psCGONOVSlg,New York,NY,Szechuan,40.732072,-73.988074,$$,1184,4.0
408,Rustic Table,jh42MR1OQFAFMhe_pQEzmw,New York,NY,Mediterranean,40.759624,-73.9958265,$$,790,4.0
409,New York Transit Museum,c8TfKT7NdTuwcBZatXHmzg,Brooklyn,NY,Museums,40.6905279416182,-73.9899399429917,0,395,4.5
410,EN Japanese Brasserie,P_UREWCQxEYVbBa-KW_Wew,New York,NY,Japanese,40.7306,-74.00698,$$$,1224,4.0
411,Mia's Bakery,jWC4mD-yy-IzuZxU5ctAKw,Brooklyn,NY,Bakeries,40.6870199,-73.9901299,$,616,4.5
412,The Mermaid Inn,vQcK7BH6maW9dAZWJOuW3Q,New York,NY,Seafood,40.7887398925594,-73.9744491607132,$$,1054,4.0
413,S'MAC,bRPq-Nmct5bOuOtsu8fC7Q,New York,NY,American (Traditional),40.730212,-73.983724,$$,2151,3.5
414,Supermoon Bakehouse,b5x-Fw7I7Y88TdFIzvbsnw,New York,NY,Bakeries,40.71991,-73.9872,$$,639,4.0
415,Basta Pasta,5Akss-swwfyoSVeIsDBbvw,New York,NY,Italian,40.73881,-73.99407,$$,1384,4.0
416,Gyu-Kaku Japanese BBQ,ONQRhDuWv0e9R5xOiI7YAA,New York,NY,Japanese,40.75908,-73.98989,$$,1171,4.0
417,Bondst,m6sYBuozGY1JhnHlBf1Bzg,New York,NY,Japanese,40.726934,-73.994404,$$$,947,4.0
418,Gyu-Kaku Japanese BBQ,dtk1Cstz5MHr-B1AOM_nXA,New York,NY,Japanese,40.75537,-73.97054,$$$,1149,4.0
419,Taco Mahal,SP4bvMvxel_UPdof_er3HA,New York,NY,Indian,40.732337,-74.003303,$$,503,4.5
420,Supper,Vs8kQ4R381y27AH018gLpg,New York,NY,Italian,40.7229,-73.98527,$$,1255,4.0
421,Porto Rico Importing Company,hyQ-1CEn9dHZfdP0PSaMTg,New York,NY,Coffee & Tea,40.729492,-74.001621,$,441,4.5
422,Maison Pickle,XsElXaLxUPKquI78poB8yw,New York,NY,Cocktail Bars,40.7870043970907,-73.9780229034143,$$,837,4.0
423,The Boil,0087AC_NnFRtC0c9FsB9pw,New York,NY,Cajun/Creole,40.7302644713689,-73.9943788112708,$$,735,4.0
424,La Parisienne,xTnivXEdEtXrnhp-z4JGvg,New York,NY,French,40.70961,-74.0093799,$$,386,4.5
425,Ramen-Ya,9jRwUN3z7k0seLOzWERVeg,New York,NY,Ramen,40.732536,-74.001681,$$,938,4.0
426,Blind Tiger Ale House,PMp7WlHIXQUnej-Ds1jRfw,New York,NY,American (Traditional),40.731926,-74.003223,$$,877,4.0
427,Cornerstone Cafe,efYELOeAJ-CjKpzayEfblg,New York,NY,Italian,40.7220618263077,-73.983249573445,$$,1089,4.0
428,La Pulperia Hell's Kitchen,WqjqHMozyW42XLTtLnKGag,New York,NY,Latin American,40.7609037798437,-73.9905203491259,$$$,747,4.5
429,Market Table,0BzxIsoRuFvxbMPl-iH70A,New York,NY,American (New),40.7297659255873,-74.0037665277862,$$$,784,4.0
430,Boucherie Union Square,8XHbZIKDQbXhyKIGiukVeQ,New York,NY,Steakhouses,40.73715,-73.98789,$$$,600,4.5
431,Red Rooster Harlem,fxGpXRxFUDzlU3Cyszu4uQ,New York,NY,American (Traditional),40.80815,-73.94488,$$$,3115,3.5
432,Upland,xkvv0n7jbl4Ra3Vm_jfxaA,New York,NY,American (New),40.7418912,-73.9846396,$$$,941,4.0
433,The Three Monkeys,IBgjj5VBu5JJvKgo9EzKrg,New York,NY,Sports Bars,40.76405,-73.98311,$$,1075,4.0
434,Chef's Table at Brooklyn Fare,diCW3Pj1PTVRSyol_d7cZw,New York,NY,Japanese,40.7561930774282,-73.9966090932068,$$$$,496,4.5
435,Sugar Freak,kSI-wgcYYfpcHcgDrbKIfg,Astoria,NY,Cajun/Creole,40.7646298318085,-73.9159499108791,$$,1626,4.0
436,Crispo,yFtOtTd7ncSjFF3QavQ5cA,New York,NY,Italian,40.7392469,-74.0016882,$$,934,4.0
437,Yakitori Taisho,Ad3dUoLatOdNtB4LxfmmWg,New York,NY,Japanese,40.729535,-73.9892642,$$,1562,3.5
438,Benemon,axqp3pGJXnTLgq2QrPyDyQ,New York,NY,Japanese,40.72551,-73.98838,$$,516,4.5
439,Westville West,55spA8dSOvKRme3ix-k7gg,New York,NY,American (Traditional),40.7340046,-74.0041863,$$,919,4.0
440,The Farm On Adderley,D1jp3pfGvyYyaXBN8iJRBg,Brooklyn,NY,American (New),40.63965,-73.96754,$$,1150,4.0
441,Amy's Bread,n-hBKsnFFUpe-y00EZrOqg,New York,NY,Bakeries,40.76121,-73.99024,$,1101,4.0
442,The Islands,KBW0EP-prQBhkqqGJCxmXg,Brooklyn,NY,Caribbean,40.6770523794749,-73.9634169638157,$$,686,4.0
443,Noodle Village,bnDfFdiCcPzhuNWUJORvLQ,New York,NY,Chinese,40.714167,-73.998803,$,1024,4.0
444,Maiella,iXV4FMZPru7BB_nwN_8mVw,Long Island City,NY,Italian,40.7470416595732,-73.956579002435,$$$,822,4.0
445,Kang Ho Dong Baekjeong,x9ADy3a--S_6Oqn_1KLipA,New York,NY,Korean,40.747173576622,-73.9852144232788,$$$,1179,4.0
446,Red Poke,SdESb_kSAV6b0WD813J4WQ,New York,NY,Poke,40.7588993,-73.991915,$$,518,4.5
447,Nom Wah Tea Parlor,_usWsAYSKKV2q8xw-3ajrA,New York,NY,Dim Sum,40.714490521829,-73.998153857324,$$,1918,3.5
448,Amorino Gelato,WLDxwPbjOlSkqRW9bS-Frg,New York,NY,Gelato,40.7595642,-73.9884984,$$,687,4.5
449,Shake Shack,hJ1xHZbD7IRlVFNfoe5HGA,New York,NY,Burgers,40.778888,-73.955004,$$,1356,4.0
450,Martha's Country Bakery,s1pJHjoce-IbHQiCe4mA3w,Brooklyn,NY,Bakeries,40.7148806028737,-73.9607515186071,$$,561,4.5
451,Sottocasa Pizzeria,Aazjxg21VH2cncWYBAv68Q,Brooklyn,NY,Pizza,40.688285,-73.989006,$$,604,4.5
452,Fogo de Chao Brazilian Steakhouse,7B2XMvV5uGuKyl19-HTSvg,New York,NY,Brazilian,40.7611215689494,-73.9779784871025,$$$,1122,4.0
453,Nobu Fifty Seven,SxKvgnkMMZdhBJcxxKQnww,New York,NY,Sushi Bars,40.7636210840864,-73.9765048613641,$$$$,1150,4.0
454,Heidi's House By The Side Of The Road,26E3j9l0XW_onVIUP-ThCw,New York,NY,Wine Bars,40.772189,-73.955029,$$,588,4.5
455,Otis,RfxOtJ4SQmEeVX_XjFLWUQ,Brooklyn,NY,American (New),40.706011,-73.932598,$$,239,5.0
456,Ki Sushi,tT6teP3ZfCAfvdPdDoqG4A,Brooklyn,NY,Sushi Bars,40.68764,-73.9901,$$,684,4.0
457,Barrio Chino,RzKR9QcYP03EQ_8DxTxowg,New York,NY,Mexican,40.718022,-73.990026,$$,1094,4.0
458,The Meatball Shop,xJm9JJLooQ1Sc7ncM2-JJA,Brooklyn,NY,American (Traditional),40.7182749,-73.9576213,$$,1217,4.0
459,Piacere,Z67mgMkN3RfdPEX5mXsyYA,New York,NY,Pizza,40.7196979,-73.9951175,$$,663,4.0
460,Clover Club,4MqJOLaeqCgBFQmMFPfe3g,Brooklyn,NY,Lounges,40.6846046447754,-73.9921875,$$,748,4.0
461,Flip Sigi,8WnHtvMdPWE66eSkUdbLhQ,New York,NY,Filipino,40.73405,-74.00642,$$,661,4.0
462,Boka,GDWVTV11eq92ElXD9mstBw,New York,NY,Korean,40.729519,-73.989104,$$,1488,3.5
463,Vitae,Ucxhqn56VtC-eYjdNsg7Og,New York,NY,American (New),40.7555884,-73.9785483,$$$,762,4.0
464,Room Service,dtnmxLqBnNAfdCN8fYVeLw,New York,NY,Thai,40.76176,-73.9898,$$,1800,3.5
465,Judge Roy Bean Public House,veku2cg2qaV-7MxwhOMBmg,New York,NY,Pubs,40.7629158108786,-73.9761248066812,$$,701,4.5
466,Joe's Pizza,0UdC0VYX6aAvLiOcpR4MVQ,New York,NY,Pizza,40.73331,-73.98763,$,826,4.0
467,Ñaño Ecuadorian Kitchen,9YXvNE2jpEhA4k6M8WDH7A,New York,NY,Latin American,40.7631,-73.99335,$$,531,4.5
468,The Original Buddha Bodai 佛菩提 Kosher Vegetarian Restaurant,tguMh2GgOcU9fu6WN3dqpw,New York,NY,Chinese,40.7138543,-73.9989484,$$,945,4.0
469,Chuko,eS9mTLlWwu_Ap2ROMQWPxg,Brooklyn,NY,Asian Fusion,40.680784,-73.967455,$$,1044,4.0
470,Ootoya Times Square,wjIyCBEpCG_HRp8veiI0YQ,New York,NY,Japanese,40.75487,-73.98599,$$,873,4.0
471,Eight Turn Crêpe,0lMLRsJZSh2Uh1Eo0YrMPA,Brooklyn,NY,Creperies,40.6912509,-73.9832589,$$,575,4.0
472,Hill Country Barbecue Market,NlsxuhV6CUONOyI7xk7-mw,New York,NY,Barbeque,40.74428,-73.99041,$$,2124,3.5
473,Cull & Pistol Oyster Bar,-bdxB20YveudeyL63chscg,New York,NY,Seafood,40.7426589397899,-74.0059285394953,$$,612,4.0
474,Fish Cheeks,WJS06XxRdc6DD1s4LWE9HA,New York,NY,Seafood,40.7258,-73.9927,$$,473,4.5
475,Perry St,2VpurA2lb-q90nmALklNcA,New York,NY,American (New),40.73442,-74.00971,$$$,927,4.0
476,Manousheh,VSPkVw9gSQx-5v4A6aC_YA,New York,NY,Lebanese,40.7293499,-74.00134,$,402,4.5
477,Terri,p3E_1wktqB-Z4qtqqO9F-A,New York,NY,Sandwiches,40.74252,-73.9923,$$,843,4.0
478,The Smith,Xd_l7jtUAZZAAvK8-mI2Jw,New York,NY,American (New),40.74424,-73.98878,$$,884,4.0
479,Frick Collection,E672oSwgE6Vm4izZlpA6lQ,New York,NY,Art Museums,40.77094,-73.96717,0,488,4.5
480,Saigon Vietnamese Sandwich Deli,ocXYGC2oiGDJSzA7qu4SGw,New York,NY,Sandwiches,40.7199582,-73.9958631,$,604,4.0
481,PizzArte,xsQTIeq-WLkp4ParkTQpMQ,New York,NY,Pizza,40.7629335072372,-73.9776668697596,$$,1042,4.0
482,Lilly's Craft and Kitchen,JXcYD52B4190gIh6_RSXCg,New York,NY,Bars,40.76138,-73.99071,$$,890,4.5
483,Shake Shack,ySbVtwa_PHQIlnKVMNSNeQ,New York,NY,Burgers,40.715283,-74.014799,$$,922,4.0
484,Emporio,LTi4_wcCVmqQeJ_jgTEbOQ,New York,NY,Italian,40.7226371,-73.9951331,$$,759,4.0
485,Sunny and Annie's,pWywDImlX0n_XKPNg0Bizg,New York,NY,Sandwiches,40.724653,-73.981702,$,467,4.5
486,Times Square,_g9P_uVoomq0MDa5z3PrIg,New York,NY,Landmarks & Historical Buildings,40.7587304978951,-73.9851728770025,0,1441,3.5
487,SakaMai,wcwftlB-61XG4ymGTR61aw,New York,NY,Japanese,40.7209536656701,-73.9881407239426,$$$,627,4.0
488,The Wild Son,N5UY113nNpeKdLPv0cbMjQ,New York,NY,American (New),40.74073,-74.00836,$$,440,4.5
489,Caracas Arepa Bar,tW8a8-MX_lVoshmKRLUuHQ,Brooklyn,NY,Venezuelan,40.713214,-73.957397,$$,803,4.0
490,Magnolia Bakery Rockefeller Center,iks1xNyp-uZnaeunOM2UPg,New York,NY,Desserts,40.7592651914885,-73.980564548757,$$,2385,3.5
491,Cupcake Market,yr-X-bhRgh5XMolmM2WAiw,New York,NY,Cupcakes,40.7271614074707,-73.9867095947266,$$,295,4.5
492,Sergimmo Salumeria,9iC39Z1YjZKbrrCANgzBXg,New York,NY,Italian,40.754296,-73.995498,$$,661,4.0
493,Barcade,UPOtComj8_OlNLSmd3zh1w,Brooklyn,NY,Bars,40.71204,-73.95113,$$,1035,4.0
494,The Kati Roll Company,BPyt7S9TdcR1u571iacg7g,New York,NY,Indian,40.75269,-73.98466,$,1491,4.0
495,Van Leeuwen Ice Cream,zda6zyX1g8vvzNiHDutzNg,New York,NY,Ice Cream & Frozen Yogurt,40.7344208102318,-74.0012722836729,$$,464,4.5
496,Jeepney,-b3J-5K_beWyGxQ1Id7KQg,New York,NY,Filipino,40.730294,-73.9835395,$$,1051,4.0
497,Katsu-Hama,-J8VuX3wGrYSOBu2G0hMsw,New York,NY,Japanese,40.75638,-73.97759,$$,1227,4.0
498,Scottadito Osteria Toscana,w0YkRy2gsr0znrM7ojZtTw,Brooklyn,NY,Italian,40.6746627,-73.9766125,$$,834,4.0
499,NY Dosas,x3NeZ4xToUxVKDoZ32D5tg,New York,NY,Indian,40.7308386079893,-73.99863779767,$,419,4.5
500,Mikey Likes It Ice Cream,3kipPn-7euDo-9JIqK5hlA,New York,NY,Ice Cream & Frozen Yogurt,40.729385,-73.981359,$,487,4.5
501,Stax Ice Cream,-NtHP64oJGd1ZunqQjx8fg,New York,NY,Ice Cream & Frozen Yogurt,40.7177,-73.99272,$,385,4.5
502,The Smith,JYNBy2r3LVhJbLHE1bASfg,New York,NY,American (New),40.7716201269986,-73.9818377981476,$$,1579,4.0
503,The Wayland,j8cKSxr6aQ8qTx23FLyyiA,New York,NY,Cocktail Bars,40.7251,-73.9778,$$,488,4.5
504,Miriam,lnTPfdaqDqWjywWewsE2Lw,Brooklyn,NY,Wine Bars,40.6801719843659,-73.9777555239717,$$,963,4.0
505,Burger & Lobster,YtXl15Nv7TZvV3yIqbZc8A,New York,NY,Seafood,40.75596,-73.98532,$$,871,4.0
506,Ocean Prime,3Gz07E5YJjDTJPSuzsAStQ,New York,NY,Seafood,40.76173,-73.98063,$$$,530,4.5
507,Dear Irving,-dQexkmhlgbiKvZ94jBmjQ,New York,NY,Venues & Event Spaces,40.7360568971331,-73.9872401005554,$$$,625,4.0
508,Tabaré,4axlhxyN2bKuRWfnY2IhuQ,Brooklyn,NY,Latin American,40.713046,-73.958968,$$,624,4.0
509,Tomoe Sushi,hh0ae47ojPqq3USCRLmAjg,New York,NY,Sushi Bars,40.7277,-74.0001599,$$$,913,4.0
510,Jun-Men Ramen Bar,xrnk8mgoV7up6fauVmugpw,New York,NY,Ramen,40.748209,-74.00047,$$,584,4.0
511,SkyIce Sweet & Savory,LQ8ITaZIbaiQ8pHPOx5i6w,Brooklyn,NY,Ice Cream & Frozen Yogurt,40.6806411743164,-73.9772872924805,$$,720,4.0
512,Somtum Der,qrydcGQpeDP_1oFvx3qOeg,New York,NY,Thai,40.7252151982238,-73.9842741682317,$$,691,4.0
513,Big Wong,L37A2JWXfwR_PgKColA8xA,New York,NY,Chinese,40.71624,-73.99842,$,1384,3.5
514,Taureau,50fWXrNECQQYght4ZWeBXQ,New York,NY,Fondue,40.72452,-74.00569,$$$,569,4.5
515,Essex,hRZyaQ80R9s9ztEBDJqiuw,New York,NY,Bars,40.7196975497428,-73.9873982202378,$$$,1936,3.5
516,Non Solo Piada,-Td-YEPTOUq2H3LRWgRxUw,New York,NY,Italian,40.75414,-73.99245,$$,321,4.5
517,Ed's Lobster Bar,Z2sNzskjS8Ck0plppRBJIg,New York,NY,Seafood,40.722079,-73.997529,$$$,933,4.0
518,La Colombe Coffee,YhOmfXTPu_QRNT3azAu6wA,New York,NY,Coffee & Tea,40.728221,-73.993165,$$,562,4.0
519,Kopitiam,r2JVKalbucGf2nryywuL2w,New York,NY,Malaysian,40.71387,-73.99091,$,534,4.0
520,Grom,8nL3qtKZLyNf6nSyKqcO0g,New York,NY,Ice Cream & Frozen Yogurt,40.7305271761439,-74.0024042129517,$$,887,4.0
521,Salinas,XAHfErhn_JujythNCmGl1w,New York,NY,Spanish,40.7436999,-74.00314,$$$$,904,4.0
522,K Rico Steakhouse,sGqKDtizXj3tg9jnAc9FeQ,New York,NY,Bars,40.76438,-73.9880699,$$$,559,4.5
523,BarBacon Hell's Kitchen,3omBIylGFJugwLgNgUgOXw,New York,NY,Gastropubs,40.766253,-73.986674,$$,1164,4.0
524,Blue Smoke,MIuFXBFthAWeEMxyP_lm9A,New York,NY,Southern,40.74228,-73.98375,$$,1720,3.5
525,Wondee Siam,rKeLuHDI3PQZsPSVCEMHtw,New York,NY,Thai,40.76495,-73.98747,$$,967,4.0
526,The Grey Dog - Union Square,VCqNjupCWZ5INzOcyBMJSg,New York,NY,Coffee & Tea,40.733828,-73.993052,$$,1012,4.0
527,Oiji,FsuJ7VC5vxX3wcLhFrb97Q,New York,NY,Korean,40.72727,-73.98585,$$$,481,4.5
528,Kyo Ya,ytABgZNWnFXQUjOYjh460A,New York,NY,Japanese,40.7267,-73.98534,$$$$,449,4.5
529,The Donut Pub,BJL3JbPPX97a58GTURvTxA,New York,NY,Bakeries,40.738867,-73.999811,$,861,4.0
530,Simple NYC,AjlmpAQV8W4--y0EksO-9g,New York,NY,Poke,40.71821,-73.99223,$$,325,4.5
531,Forno Rosso,ZTsN8TdMXl8SW_AKd_ablw,Downtown Brooklyn,NY,Italian,40.69446,-73.98316,$$,650,4.0
532,SUGARFISH by sushi nozawa,0ePn6TQSJQky4ueKeGQvpQ,New York,NY,Sushi Bars,40.73901,-73.98882,$$$,756,4.0
533,The Chocolate Room,TN5QsXM1PzOHsXetjtdqjg,Brooklyn,NY,Desserts,40.684764,-73.994445,$$,589,4.0
534,Egg Shop,GlTdgd8780RNXLvz8bTmFg,New York,NY,Breakfast & Brunch,40.7204574688656,-73.9952510689421,$$,1064,4.0
535,Seasoned Vegan,IJg3TdXz8IzKTfcspmr8MQ,New York,NY,Vegan,40.800664,-73.952757,$$,1084,4.0
536,5ive Spice,SSDOkx5enfRH3nsniS_2jA,Brooklyn,NY,Vietnamese,40.68145923448,-73.9772509779765,$$,572,4.0
537,Carbone,7_hGsGEkHrjgAiYVjrCFnw,New York,NY,Italian,40.728,-74.0001497,$$$$,916,4.0
538,Davey's Ice Cream,GB8yF6r-isDXjV3NR35xZw,New York,NY,Ice Cream & Frozen Yogurt,40.7279493,-73.9852999,$,506,4.5
539,Arepa Lady,tQcAwscj_LJ1hPtoJ_U_MA,Jackson Heights,NY,Colombian,40.7494896198795,-73.8882688432932,$,440,4.5
540,The Press Lounge,nCH7SR7qXu0asO1GU3iqHw,New York,NY,Lounges,40.76452,-73.99586,$$$,1022,4.0
541,Sprinkles Cupcakes,SQ7VgqfjItZyoD5tvMeWuA,New York,NY,Bakeries,40.763251,-73.967564,$$,962,4.0
542,Ferrara Bakery & Cafe,lDW4DlTZYcSP9T1yQY5HKg,New York,NY,Bakeries,40.719079,-73.997086,$$,1505,3.5
543,Palma,6Z5OWpaeGGazJHR4LfThsw,New York,NY,Italian,40.73115,-74.00233,$$$,690,4.0
544,Divya's Kitchen,NKI1VvfXYluRjnq4S6yEuw,New York,NY,Vegan,40.72378,-73.98849,$$,324,4.5
545,Hakata Tonton,KfaG5PoTEPpbODHBta9irw,New York,NY,Japanese,40.733234,-74.003326,$$,986,4.0
546,Sarge's Delicatessen & Diner,jNRT5vY1Hvp5WDTaHy4Mhw,New York,NY,Delis,40.7473279523583,-73.9772017867971,$$,1068,4.0
547,Nino's 46,vjubSxmdG_HoBBgd39geBw,New York,NY,Italian,40.7569159,-73.980516,$$,1112,4.0
548,Urbanspace Vanderbilt,QAGFu7pqCAZUJkYkUB5pjg,New York,NY,Food Court,40.754623,-73.976605,$$,629,4.0
549,Nougatine at Jean-Georges,xEDD2ScBU3jHhWxlMC7dkQ,New York,NY,French,40.76891,-73.98176,$$$,1105,4.0
550,Strip House Downtown,DijUyfUGs6WoN4dp0_OANQ,New York,NY,Steakhouses,40.73445,-73.99337,$$$$,960,4.0
551,Mughlai Grill,_7BGw3YFNOTzP1Www3zB7g,New York,NY,Indian,40.7210905,-73.9840446,$$,310,4.5
552,McNally Jackson,b92EVHuzG-7uv37fQU9jew,New York,NY,Bookstores,40.72339,-73.99598,$$,429,4.5
553,Quality Italian,dc3hkLkAqCSxDWQzrx-g9A,New York,NY,Italian,40.7644044527436,-73.9767805051616,$$$,1019,4.0
554,Jing Fong Restaurant,FH978pIP1TLRuPAH-MbWIQ,New York,NY,Dim Sum,40.7159552385198,-73.9971831076206,$$,2269,3.5
555,Beyond Sushi,KxyH5zvTyXawl17lHjA4SQ,New York,NY,Vegan,40.75247,-73.98845,$$,436,4.5
556,Rabbithole Restaurant,np98mkA22LYf6kCwCL59pw,Brooklyn,NY,American (New),40.7122932799856,-73.9628687873483,$$,795,4.0
557,The NoMad Bar,NMDrXW5_qnme1hcJrXNP9Q,New York,NY,Cocktail Bars,40.7449365409844,-73.9885197632294,$$$,462,4.5
558,Blue Dog Cookhouse & Bar,I6optu9x0JAf8oT5lqJ8qw,New York,NY,Cocktail Bars,40.76244,-73.98674,$$,1200,4.0
559,Dinosaur Bar-B-Que,0ef3Q3RvIqfFzZoOfA2amg,Brooklyn,NY,Barbeque,40.6776201,-73.9838929,$$,1568,3.5
560,Vietnaam,Wbmqg0TkOVkzNh3HrJ9DIQ,New York,NY,Vietnamese,40.7791481018066,-73.9504165649414,$$,747,4.0
561,Serendipity 3,_tHF8-3rbyMesgdkQzB2yQ,New York,NY,Desserts,40.761851,-73.9649001,$$,4070,3.0
562,Raku,qEe7nIhPfEL6L0-VYhWRrA,New York,NY,Japanese,40.72728,-74.00252,$$,302,4.5
563,Bouchon Bakery & Cafe,S3Fw7s_GA94lJLbLFrqZrw,New York,NY,Bakeries,40.768538,-73.982923,$$,1348,4.0
564,Manhatta,ypqK8DWM8Bcs43YveSJnNw,New York,NY,American (New),40.70797,-74.0088899,$$$$,368,4.5
565,One If By Land Two If By Sea,B_HFzZkFsZgmzcea6R4exw,New York,NY,American (New),40.732498,-74.002595,$$$$,1372,3.5
566,Chela Modern Mexican,CfOBb6NU2awo8xclJpKU3g,Brooklyn,NY,Lounges,40.67032,-73.98569,$$,369,4.5
567,Parisi Bakery,6q6WWGaO75PQkpWOQ2zzHQ,New York,NY,Bakeries,40.7211836,-73.9954365,$,397,4.5
568,Dutch Kills,3lLBRLbXAIgd1yZgWgnfeg,Long Island City,NY,Lounges,40.747615,-73.940159,$$,740,4.0
569,Patsy's Pizzeria,xrgzB0pvsxeGEIboE6I2gg,Brooklyn,NY,Pizza,40.6818695,-73.976181,$$,498,4.5
570,Besfren,j5sBqXdeDsvkK-Ryh7w2VQ,New York,NY,Coffee & Tea,40.746963,-73.98533,$$,726,4.0
571,Ise Restaurant,pNe8ZCkGTe4cXfKdOF7kYQ,New York,NY,Japanese,40.7291024,-73.9900618,$$,405,4.5
572,Sons of Essex,oopgHvduXbtgwNRmybEhgQ,New York,NY,American (New),40.720315,-73.987774,$$,1194,4.0
573,Dos Toros Taqueria,U9BX6bMvXHk8umBYnS3Dog,New York,NY,Mexican,40.7336815475083,-73.9897049423153,$,1310,4.0
574,The Greek,6gDUVNZo0E9lxO2DkAhHOQ,New York,NY,Greek,40.7237145,-74.0096166,$$$,476,4.5
575,Sushi By M,MGRo61aHFUeRlWhSbTv2NA,New York,NY,Sushi Bars,40.72666,-73.99027,$$$,294,4.5
576,San Marzano Pasta Fresca,k5fd-RSdG4IuXnnGSQ5oOw,New York,NY,Italian,40.727989,-73.98845,$$,1095,4.0
577,Ricardo Steak House,CfWe636m2CAUg4FAdl_zVQ,New York,NY,Steakhouses,40.7934520370731,-73.940475679068,$$$,1005,4.0
578,Greecologies,t2iNgfFikLQJynJSURth0A,New York,NY,Juice Bars & Smoothies,40.720387,-73.996581,$$,404,4.5
579,Tenement Museum,bUpeNcz4-SWnhIKqSKTVMQ,New York,NY,Museums,40.71883,-73.98998,0,645,4.0
580,Poco - NYC,3LRZQolTdyps07RSoaIXpA,New York,NY,Tapas Bars,40.7225107,-73.9829025,$$,1503,3.5
581,Calle Dao - Chelsea,pBNMZp_tKCAfRNx7-ybcHQ,New York,NY,Cuban,40.7476515,-74.0037312,$$,498,4.5
582,Dons Bogam BBQ & Wine Bar,xe9qWNyYmsRvNGRPgW-ZcA,New York,NY,Korean,40.74678,-73.98437,$$$,977,4.0
583,Dhaba Indian Cuisine,NgD-6ogFGc_c4z5_Ur4k2g,New York,NY,Indian,40.742364,-73.982813,$$,1463,3.5
584,Da Andrea,hdiuRS9sVZSMReZm4oV5SA,New York,NY,Tuscan,40.736218,-73.99597,$$,723,4.0
585,Indian Accent,1_pK5aQ47atF50oAKHADhA,New York,NY,Indian,40.7643344624229,-73.9787312885132,$$$$,528,4.5
586,Asuka Sushi,fePu8xy0ir_ikZcS_vVSBA,New York,NY,Japanese,40.74529,-73.99888,$$,901,4.0
587,4 Charles Prime Rib,ZOa13veZkzGjA-x3kMfOmA,New York,NY,Steakhouses,40.73513,-74.00065,$$$,224,5.0
588,Galli,twHJyFgUSd7wzioKQjE7Jw,New York,NY,Italian,40.72161,-74.00127,$$,884,4.0
589,Corner Bistro,8XLhXJcJ2XbQ8dTBY9YyQg,New York,NY,Burgers,40.738037,-74.003684,$$,1497,3.5
590,Xi'an Famous Foods,fPW_GBZsnBNsIzK62sCHBg,New York,NY,Chinese,40.715082,-73.997342,$,968,4.0
591,Jora Restaurant & Bar,Sj3JYCbaEFrAqUzRrenQbg,Long Island City,NY,Peruvian,40.7438054,-73.9515007,$$,555,4.5
592,Kenka,9xRIcn0jTyvWNH9aBO3oAA,New York,NY,Sushi Bars,40.72913,-73.988465,$$,1514,3.5
593,Da Gennaro,JyXn_GCGM2DsNYIzgzQrDw,New York,NY,Italian,40.71832,-73.99794,$$,888,4.0
594,Citizens of Chelsea,FaR-Kv-0ZzgcqFW1sCnacw,New York,NY,Coffee & Tea,40.748123,-74.000569,$$,632,4.0
595,9/11 Tribute Museum,F0EUMg7UwxLCQ0GFpX0dyg,New York,NY,Museums,40.7114397521269,-74.0125204576143,0,278,4.5
596,Bite,PpxJsItHTF6sDAK6XnDJ9w,New York,NY,Sandwiches,40.733163,-73.986158,$,608,4.0
597,Giano Restaurant,dh5r9-SbN8xJ76XvnayWLQ,New York,NY,Italian,40.7262256596862,-73.9840574049125,$$,561,4.5
598,Eggloo,V75gQDPzAwaqLmjSn-t9DQ,New York,NY,Desserts,40.7155497342652,-73.9993924610537,$,881,4.0
599,Chimu Bistro,2E2f5H4SltGyD8ciTu8AKg,Brooklyn,NY,Steakhouses,40.714903,-73.95144,$$,790,4.0
600,Cafe D'Alsace,kmcgUxWhwlbmC-FAMTEF2g,New York,NY,French,40.77916,-73.95104,$$,1168,4.0
601,Joey Bats Café,uYMimeHJ5XBGkyTrg8GXhw,New York,NY,Desserts,40.72006,-73.99037,$,211,5.0
602,The Meatball Shop,AHVlPpOkiEl9maijGhar-Q,New York,NY,Italian,40.736125,-74.000607,$$,863,4.0
603,Wo Hop,zubN8Ve-RyoljRZV4NRxEQ,New York,NY,Chinese,40.7142239034582,-73.9988691693115,$$,1377,3.5
604,Tuome,R7EGjHWw0tNheY6-ahH8fQ,New York,NY,American (New),40.72412482724,-73.9828906263924,$$$,463,4.5
605,Joya,pSSajdYNKTyAGV8-fk7fWQ,Brooklyn,NY,Thai,40.6866607666016,-73.9934997558594,$$,1276,3.5
